Year,Month,Running Month,Longitude,Latitude,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations
1942,8,23312,-27.69999999999999,-17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5,-6.5,-6.5,-6.5,1.0,0.0,28.0,1.0,-5.5,-5.5,-5.5,-5.5,1.0,0.0,28.0,1.0,275.5,658.5,1069.0,672.0,3.0,581.5,16.0,1.0,275.0,660.0,1070.0,670.0,3.0,580.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.69999999999999,2.8,26.7,26.7,26.7,26.7,1.0,0.0,12.0,0.0,26.1,26.1,26.1,26.1,1.0,0.0,12.0,0.0,15.86,15.86,15.86,15.86,1.0,0.0,12.0,0.0,75.3,75.3,75.3,75.3,1.0,0.0,12.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,12.0,0.0,75.3,75.3,75.3,75.3,1.0,0.0,12.0,0.0,-2.3,-2.3,-2.3,-2.3,1.0,0.0,12.0,0.0,6.4,6.4,6.4,6.4,1.0,0.0,12.0,0.0,0.6,0.6,0.6,0.6,1.0,0.0,12.0,0.0,1.6,1.6,1.6,1.6,1.0,0.0,12.0,0.0,6.03,6.03,6.03,6.03,1.0,0.0,12.0,0.0,15.7,15.7,15.7,15.7,1.0,0.0,12.0,0.0,-23.2,-23.2,-23.2,-23.2,1.0,0.0,12.0,0.0,63.8,63.8,63.8,63.8,1.0,0.0,12.0,0.0,-14.1,-14.1,-14.1,-14.1,1.0,0.0,12.0,0.0,38.7,38.7,38.7,38.7,1.0,0.0,12.0,0.0,-5.4,-5.4,-5.4,-5.4,1.0,0.0,12.0,0.0,14.7,14.7,14.7,14.7,1.0,0.0,12.0,0.0,17.5,17.5,17.5,17.5,1.0,0.0,12.0,0.0,20.0,20.0,20.0,20.0,1.0,0.0,12.0,0.0,2.6,2.6,2.6,2.6,1.0,0.0,12.0,0.0,-0.89,-0.89,-0.89,-0.89,1.0,0.0,12.0,0.0,2.44,2.44,2.44,2.44,1.0,0.0,12.0,0.0,1013.5,1013.5,1013.5,1013.5,1.0,0.0,12.0,0.0
1942,8,23312,-27.69999999999999,10.0,28.3,28.3,28.3,28.3,2.0,0.0,20.0,1.0,26.27,26.65,27.03,26.65,2.0,0.78,20.0,1.0,17.51,17.51,17.51,17.51,1.0,0.0,20.0,1.0,83.1,83.1,83.1,83.1,1.0,0.0,20.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,20.0,1.0,83.1,83.1,83.1,83.1,1.0,0.0,20.0,1.0,17.6,23.4,29.1,23.4,2.0,11.9,20.0,1.0,17.6,23.4,29.1,23.4,2.0,11.9,20.0,1.0,1.27,1.65,2.03,1.65,2.0,0.78,20.0,1.0,6.6,9.9,13.2,9.9,2.0,6.8,20.0,1.0,6.58,6.58,6.58,6.58,1.0,0.0,20.0,1.0,44.1,44.1,44.1,44.1,1.0,0.0,20.0,1.0,94.1,106.1,118.1,106.1,2.0,24.9,20.0,1.0,94.1,106.1,118.1,106.1,2.0,24.9,20.0,1.0,83.0,83.0,83.0,83.0,1.0,0.0,20.0,1.0,83.0,83.0,83.0,83.0,1.0,0.0,20.0,1.0,31.2,31.2,31.2,31.2,1.0,0.0,20.0,1.0,31.2,31.2,31.2,31.2,1.0,0.0,20.0,1.0,129.5,199.0,268.5,199.0,2.0,144.0,20.0,1.0,130.0,200.0,270.0,200.0,2.0,145.0,20.0,1.0,4.93,5.65,6.37,5.65,2.0,1.48,20.0,1.0,3.49,4.0,4.5,4.0,2.0,1.05,20.0,1.0,3.49,4.0,4.5,4.0,2.0,1.05,20.0,1.0,1013.03,1013.1,1013.17,1013.1,2.0,0.14,20.0,1.0
1942,8,23312,-27.69999999999999,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,28.0,1.0,95.6,95.9,95.9,95.7,3.0,0.3,28.0,0.3,-12.2,-2.8,8.2,-2.0,4.0,13.6,28.0,0.5,-22.9,-0.9,8.2,-7.0,4.0,24.1,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.69999999999999,48.8,15.6,15.6,15.6,15.6,1.0,0.0,28.0,0.0,17.2,17.2,17.2,17.2,1.0,0.0,28.0,0.0,11.44,11.44,11.44,11.44,1.0,0.0,28.0,0.0,95.0,95.0,95.0,95.0,1.0,0.0,28.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,28.0,0.0,95.0,95.0,95.0,95.0,1.0,0.0,28.0,0.0,-7.2,-7.2,-7.2,-7.2,1.0,0.0,28.0,0.0,-19.9,-19.9,-19.9,-19.9,1.0,0.0,28.0,0.0,-1.6,-1.6,-1.6,-1.6,1.0,0.0,28.0,0.0,-7.4,-7.4,-7.4,-7.4,1.0,0.0,28.0,0.0,-0.57,-0.57,-0.57,-0.57,1.0,0.0,28.0,0.0,-2.6,-2.6,-2.6,-2.6,1.0,0.0,28.0,0.0,-27.1,-27.1,-27.1,-27.1,1.0,0.0,28.0,0.0,-74.3,-74.3,-74.3,-74.3,1.0,0.0,28.0,0.0,-18.0,-18.0,-18.0,-18.0,1.0,0.0,28.0,0.0,-49.4,-49.4,-49.4,-49.4,1.0,0.0,28.0,0.0,0.9,0.9,0.9,0.9,1.0,0.0,28.0,0.0,2.5,2.5,2.5,2.5,1.0,0.0,28.0,0.0,97.5,97.5,97.5,97.5,1.0,0.0,28.0,0.0,95.0,95.0,95.0,95.0,1.0,0.0,28.0,0.0,4.6,4.6,4.6,4.6,1.0,0.0,28.0,0.0,-1.57,-1.57,-1.57,-1.57,1.0,0.0,28.0,0.0,-4.32,-4.32,-4.32,-4.32,1.0,0.0,28.0,0.0,1025.4,1025.4,1025.4,1025.4,1.0,0.0,28.0,0.0
1942,8,23312,-27.69999999999999,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,30.0,1.0,87.8,87.8,87.8,87.8,1.0,0.0,30.0,1.0,-5.2,-5.2,-5.2,-5.2,1.0,0.0,30.0,1.0,-4.3,-4.3,-4.3,-4.3,1.0,0.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.69999999999999,52.8,14.4,14.4,14.4,14.4,1.0,0.0,14.0,0.0,11.7,11.7,11.7,11.7,1.0,0.0,14.0,0.0,8.58,8.58,8.58,8.58,1.0,0.0,14.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,2.7,2.7,1.0,0.0,14.0,0.0,33.2,33.2,33.2,33.2,1.0,0.0,14.0,0.0,1.67,1.67,1.67,1.67,1.0,0.0,14.0,0.0,20.5,20.5,20.5,20.5,1.0,0.0,14.0,0.0,132.5,132.5,132.5,132.5,1.0,0.0,14.0,0.0,-56.2,-56.2,-56.2,-56.2,1.0,0.0,14.0,0.0,97.2,97.2,97.2,97.2,1.0,0.0,14.0,0.0,-41.2,-41.2,-41.2,-41.2,1.0,0.0,14.0,0.0,18.9,18.9,18.9,18.9,1.0,0.0,14.0,0.0,-8.0,-8.0,-8.0,-8.0,1.0,0.0,14.0,0.0,972.0,1332.5,1693.0,1332.5,2.0,747.0,14.0,0.0,970.0,1335.0,1695.0,1335.0,2.0,745.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.69999999999999,66.8,0.0,0.0,0.41,0.2,3.0,0.35,4.0,1.0,1.4,2.2,3.3,2.7,9.0,1.6,6.0,1.0,4.11,4.4,4.44,4.31,9.0,0.19,6.0,1.0,91.8,91.8,100.0,93.8,9.0,7.5,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8,-3.3,-2.55,-3.67,3.0,1.68,4.0,1.0,-7.2,-4.9,-3.1,-5.1,3.0,3.0,4.0,1.0,-0.64,-0.62,-0.57,-0.6,3.0,0.05,4.0,1.0,-0.9,-0.8,-0.7,-0.8,3.0,0.1,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,-0.5,-0.4,-0.5,3.0,0.3,4.0,1.0,-0.7,-0.5,-0.4,-0.5,3.0,0.2,4.0,1.0,1.5,3.5,9.5,77.5,9.0,218.0,6.0,1.0,0.0,5.0,10.0,80.0,9.0,220.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.600000000000023,-17.6,22.74,23.9,23.9,23.33,3.0,0.98,16.0,1.0,22.2,22.2,22.61,22.4,3.0,0.35,16.0,1.0,14.79,14.79,14.79,14.79,1.0,0.0,28.0,1.0,74.5,77.1,83.0,78.7,3.0,6.4,16.0,1.0,6.0,6.0,6.0,6.0,3.0,0.0,16.0,1.0,74.5,77.1,83.0,78.7,3.0,6.4,16.0,1.0,-98.5,-74.5,-34.7,-66.8,3.0,47.2,16.0,1.0,-5.1,13.1,31.4,13.1,3.0,26.7,16.0,1.0,0.13,1.7,1.7,0.93,3.0,1.33,16.0,1.0,2.8,14.8,17.2,10.1,3.0,11.3,16.0,1.0,1.85,1.85,1.85,1.85,1.0,0.0,28.0,1.0,8.5,8.5,8.5,8.5,1.0,0.0,28.0,1.0,-214.2,-190.2,-115.2,-165.3,3.0,75.6,16.0,1.0,-35.4,33.5,66.6,16.0,3.0,76.2,16.0,1.0,-52.1,-52.1,-52.1,-52.1,1.0,0.0,28.0,1.0,-43.7,-43.7,-43.7,-43.7,1.0,0.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,8.7,10.13,8.03,3.0,3.15,16.0,1.0,-9.65,-8.57,-5.12,-7.41,3.0,3.46,16.0,1.0,-1.54,1.51,3.0,0.75,3.0,3.39,16.0,1.0,1014.9,1014.9,1014.9,1014.9,1.0,0.0,28.0,1.0
1942,8,23312,-27.600000000000023,-9.4,25.26,25.6,26.1,25.74,10.0,0.53,10.0,0.8,24.66,25.3,25.89,25.34,10.0,0.73,10.0,0.8,17.05,17.84,18.12,17.58,7.0,0.75,12.0,0.7,79.9,85.1,90.8,85.0,8.0,6.0,12.0,0.8,3.0,5.5,6.6,5.0,10.0,1.8,10.0,0.8,79.9,85.1,90.8,85.0,8.0,6.0,12.0,0.8,-114.0,-70.9,-41.3,-74.7,10.0,33.6,10.0,0.8,17.0,61.7,96.0,57.2,10.0,38.0,10.0,0.8,-0.56,0.55,1.44,0.4,10.0,0.95,10.0,0.8,-6.2,4.0,12.9,2.9,10.0,10.0,10.0,0.8,2.49,2.99,3.95,3.21,7.0,0.8,12.0,0.7,18.3,30.1,38.7,30.4,7.0,9.6,12.0,0.7,-252.4,-188.3,-132.0,-188.2,10.0,54.0,10.0,0.8,59.1,161.3,206.2,141.2,10.0,79.7,10.0,0.8,-175.1,-133.2,-82.4,-134.7,7.0,42.8,12.0,0.7,0.0,98.4,145.0,84.2,7.0,61.7,12.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,9.8,11.79,9.69,10.0,2.1,10.0,0.8,-9.85,-7.35,-5.34,-7.4,10.0,1.98,10.0,0.8,2.36,6.3,8.12,5.56,10.0,3.11,10.0,0.8,1014.95,1016.3,1018.89,1016.9,9.0,1.94,10.0,0.8
1942,8,23312,-27.600000000000023,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.1,-23.0,-17.7,-24.4,7.0,9.3,12.0,0.7,0.0,19.3,24.8,15.2,7.0,11.1,12.0,0.7,373.0,941.0,1695.5,1027.0,10.0,652.0,10.0,0.8,375.0,940.0,1695.0,1025.0,10.0,650.0,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.5,14.4,26.39,26.7,26.96,26.68,4.0,0.45,28.0,0.5,25.84,26.1,26.41,26.13,4.0,0.45,28.0,0.5,20.2,20.21,20.61,20.4,3.0,0.34,28.0,0.3,95.6,95.9,95.9,95.7,3.0,0.3,28.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.55,0.6,0.55,4.0,0.06,28.0,0.5,1.1,1.9,2.9,2.0,4.0,1.2,28.0,0.5,1.64,1.64,1.67,1.65,3.0,0.02,28.0,0.3,2.5,4.3,6.6,4.5,3.0,3.1,28.0,0.3,-65.1,-22.2,54.3,-6.2,4.0,73.4,28.0,0.5,-94.8,-3.5,54.3,-19.5,4.0,103.2,28.0,0.5,-28.7,14.3,50.7,11.1,3.0,58.2,28.0,0.3,-8.9,14.3,50.7,20.8,3.0,44.0,28.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,3.6,5.7,3.73,4.0,2.47,28.0,0.5,-2.52,-0.85,2.04,-0.27,4.0,2.8,28.0,0.5,-3.69,-0.13,2.04,-0.8,4.0,3.98,28.0,0.5,1015.24,1015.75,1016.52,1015.88,4.0,0.85,28.0,0.5
1942,8,23312,-27.5,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,10.8,11.82,10.8,2.0,2.12,14.0,0.0,3.42,6.63,9.83,6.63,2.0,6.64,14.0,0.0,-8.42,-6.95,-5.49,-6.95,2.0,3.03,14.0,0.0,1005.6,1005.6,1005.6,1005.6,2.0,0.0,14.0,0.0
1942,8,23312,-27.5,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,9.0,0.0,6.0,1.0,91.8,91.8,100.0,93.8,9.0,7.5,6.0,1.0,-1.0,1.0,2.8,-4.6,9.0,18.4,6.0,1.0,0.2,1.6,2.8,-4.4,9.0,18.5,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,2.1,3.6,0.3,9.0,5.6,6.0,1.0,0.2,1.6,5.6,1.1,9.0,6.2,6.0,1.0,-1.8,4.4,6.0,0.7,9.0,10.2,6.0,1.0,0.7,3.2,6.1,1.0,9.0,10.1,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.5,2.1,2.39,9.0,2.41,6.0,1.0,-0.42,1.0,1.46,0.14,9.0,2.48,6.0,1.0,0.15,0.79,1.46,0.2,9.0,2.45,6.0,1.0,1005.18,1010.2,1013.58,1009.99,9.0,4.16,6.0,1.0
1942,8,23312,-27.399999999999977,-11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.0,6.7,6.0,3.0,1.0,16.0,0.7,80.4,90.8,93.5,87.0,3.0,10.1,16.0,0.7,-43.5,-39.4,-35.2,-39.4,2.0,8.6,20.0,0.5,38.4,38.9,39.5,38.9,2.0,1.1,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.399999999999977,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,1.2,4.1,0.9,3.0,4.7,28.0,0.3,-0.7,1.2,4.1,1.7,3.0,3.6,28.0,0.3,9.0,57.5,204.0,104.0,4.0,137.5,28.0,0.5,10.0,55.0,205.0,105.0,4.0,140.0,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,23312,-27.399999999999977,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,1.5,2.78,1.64,5.0,1.24,8.0,1.0,-1.97,-0.71,0.21,-0.83,5.0,1.18,8.0,1.0,-1.97,0.0,0.95,-0.39,5.0,1.57,8.0,1.0,1002.7,1003.55,1004.4,1003.94,10.0,2.35,8.0,1.0
1942,8,23312,-27.30000000000001,9.0,27.88,28.05,28.22,28.05,2.0,0.35,20.0,1.0,24.52,24.55,24.58,24.55,2.0,0.07,20.0,1.0,17.31,17.31,17.32,17.31,2.0,0.01,20.0,1.0,89.8,90.0,90.2,90.0,2.0,0.4,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,3.5,3.64,3.5,2.0,0.28,20.0,1.0,25.7,27.7,29.8,27.7,2.0,4.2,20.0,1.0,6.2,6.44,6.69,6.44,2.0,0.5,20.0,1.0,47.3,51.1,54.9,51.1,2.0,7.8,20.0,1.0,123.6,138.8,154.0,138.8,2.0,31.5,20.0,1.0,123.6,138.8,154.0,138.8,2.0,31.5,20.0,1.0,87.1,97.9,108.7,97.9,2.0,22.4,20.0,1.0,87.1,97.9,108.7,97.9,2.0,22.4,20.0,1.0,33.5,36.1,38.8,36.1,2.0,5.5,20.0,1.0,33.5,36.1,38.8,36.1,2.0,5.5,20.0,1.0,380.5,552.5,724.5,552.5,2.0,356.0,20.0,1.0,380.0,555.0,725.0,555.0,2.0,355.0,20.0,1.0,7.11,8.0,8.89,8.0,2.0,1.84,20.0,1.0,5.03,5.66,6.28,5.66,2.0,1.3,20.0,1.0,5.03,5.66,6.28,5.66,2.0,1.3,20.0,1.0,1011.77,1012.15,1012.53,1012.15,2.0,0.78,20.0,1.0
1942,8,23312,-27.19999999999999,-29.7,16.7,16.7,16.7,16.7,1.0,0.0,30.0,0.0,17.8,17.8,17.8,17.8,1.0,0.0,30.0,0.0,12.58,12.58,12.58,12.58,1.0,0.0,30.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,30.0,0.0,6.0,6.0,6.0,6.0,1.0,0.0,30.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,30.0,0.0,-17.7,-17.7,-17.7,-17.7,1.0,0.0,30.0,0.0,-48.7,-48.7,-48.7,-48.7,1.0,0.0,30.0,0.0,-1.1,-1.1,-1.1,-1.1,1.0,0.0,30.0,0.0,-7.9,-7.9,-7.9,-7.9,1.0,0.0,30.0,0.0,-0.85,-0.85,-0.85,-0.85,1.0,0.0,30.0,0.0,-6.1,-6.1,-6.1,-6.1,1.0,0.0,30.0,0.0,-43.8,-43.8,-43.8,-43.8,1.0,0.0,30.0,0.0,-120.4,-120.4,-120.4,-120.4,1.0,0.0,30.0,0.0,-31.0,-31.0,-31.0,-31.0,1.0,0.0,30.0,0.0,-85.1,-85.1,-85.1,-85.1,1.0,0.0,30.0,0.0,2.1,2.1,2.1,2.1,1.0,0.0,30.0,0.0,5.8,5.8,5.8,5.8,1.0,0.0,30.0,0.0,373.0,373.0,373.0,373.0,1.0,0.0,30.0,0.0,375.0,375.0,375.0,375.0,1.0,0.0,30.0,0.0,7.2,7.2,7.2,7.2,1.0,0.0,30.0,0.0,-2.46,-2.46,-2.46,-2.46,1.0,0.0,30.0,0.0,-6.77,-6.77,-6.77,-6.77,1.0,0.0,30.0,0.0,1019.3,1019.3,1019.3,1019.3,1.0,0.0,30.0,0.0
1942,8,23312,-27.19999999999999,-21.2,23.3,23.3,23.3,23.3,1.0,0.0,14.0,1.0,22.2,22.2,22.2,22.2,1.0,0.0,14.0,1.0,13.68,13.68,13.68,13.68,1.0,0.0,14.0,1.0,82.1,82.1,82.1,82.1,1.0,0.0,14.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,14.0,1.0,82.1,82.1,82.1,82.1,1.0,0.0,14.0,1.0,-24.4,-24.4,-24.4,-24.4,1.0,0.0,14.0,1.0,-8.9,-8.9,-8.9,-8.9,1.0,0.0,14.0,1.0,1.1,1.1,1.1,1.1,1.0,0.0,14.0,1.0,5.6,5.6,5.6,5.6,1.0,0.0,14.0,1.0,4.18,4.18,4.18,4.18,1.0,0.0,14.0,1.0,21.3,21.3,21.3,21.3,1.0,0.0,14.0,1.0,-106.4,-106.4,-106.4,-106.4,1.0,0.0,14.0,1.0,-38.7,-38.7,-38.7,-38.7,1.0,0.0,14.0,1.0,-65.6,-65.6,-65.6,-65.6,1.0,0.0,14.0,1.0,-23.9,-23.9,-23.9,-23.9,1.0,0.0,14.0,1.0,-20.0,-20.0,-20.0,-20.0,1.0,0.0,14.0,1.0,-7.3,-7.3,-7.3,-7.3,1.0,0.0,14.0,1.0,132.5,132.5,132.5,132.5,1.0,0.0,14.0,1.0,135.0,135.0,135.0,135.0,1.0,0.0,14.0,1.0,5.1,5.1,5.1,5.1,1.0,0.0,14.0,1.0,-4.79,-4.79,-4.79,-4.79,1.0,0.0,14.0,1.0,-1.74,-1.74,-1.74,-1.74,1.0,0.0,14.0,1.0,1011.5,1011.5,1011.5,1011.5,1.0,0.0,14.0,1.0
